price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,is_renovated
195000.0,2,2.0,1180,2553,2.0,0,0,3,6,1180,0,2005,98038,47.3501,-122.02,1310,2687,true
249000.0,3,1.0,1110,8423,1.0,0,0,3,7,1110,0,1952,98166,47.4718,-122.342,1140,9083,true
334000.0,3,2.25,1840,9781,2.0,0,0,3,7,1840,0,1989,98019,47.7347,-121.976,1490,10101,true
599950.0,4,1.75,2720,7810,1.0,0,0,3,8,1510,1210,1952,98115,47.6788,-122.283,2120,7315,true
149900.0,2,1.75,1090,1950,1.0,0,0,4,8,1090,0,1982,98198,47.3782,-122.319,1360,3426,true
700000.0,4,1.75,1730,6500,1.0,0,0,3,7,1250,480,1945,98115,47.6982,-122.282,1910,8100,true
525000.0,4,1.5,1170,6240,1.0,0,0,4,6,1170,0,1960,98040,47.5495,-122.232,2380,8846,true
1.049e6,4,3.75,4740,126759,2.0,0,0,4,10,4740,0,1991,98027,47.4449,-121.979,3060,118047,true
402000.0,3,2.5,1960,8000,1.0,0,0,4,7,1290,670,1977,98034,47.7249,-122.178,1960,8000,true
450000.0,3,2.0,1430,3480,1.0,0,0,3,7,980,450,1947,98103,47.6874,-122.336,1450,4650,true
520000.0,3,2.25,2510,43995,2.0,0,0,3,8,2510,0,1981,98027,47.4545,-121.988,2470,48351,true
205000.0,3,1.75,1420,6980,1.0,0,0,5,7,820,600,1980,98023,47.2873,-122.367,1470,7319,true
635000.0,3,2.25,2680,175982,1.0,0,0,3,9,2680,0,2004,98038,47.4487,-122.033,3170,215186,true
210500.0,3,1.0,1220,9600,1.0,0,0,5,7,1220,0,1958,98001,47.2622,-122.282,1310,9600,true
406650.0,2,1.0,1070,6100,1.0,0,0,3,6,1070,0,1940,98126,47.5698,-122.377,1770,5695,true
350000.0,3,1.75,1580,19998,1.0,0,0,4,7,1580,0,1968,98010,47.3299,-122.046,1860,19998,true
425000.0,4,1.75,1820,6000,1.0,0,0,3,7,930,890,1942,98115,47.6872,-122.296,1590,6000,true
798000.0,3,3.5,3590,6402,2.0,0,0,3,10,3590,0,1999,98074,47.6336,-122.063,3230,7305,true
180000.0,3,1.0,1960,9583,2.0,0,0,2,5,1960,0,1908,98056,47.505,-122.171,1850,8324,true
1.25e6,5,3.25,3160,13238,2.0,0,0,5,8,3160,0,1972,98040,47.5373,-122.224,2360,12042,true
435000.0,4,2.0,2030,4033,2.0,0,0,4,7,1630,400,1925,98133,47.7056,-122.342,1350,1340,true
355000.0,3,1.5,1240,15867,1.0,0,0,3,7,1240,0,1962,98034,47.7167,-122.202,1570,9600,true
3.0e6,5,3.25,5370,14091,2.0,0,0,3,10,3850,1520,1918,98004,47.6499,-122.216,2410,12047,false
685000.0,5,2.5,2670,14455,2.0,0,0,5,9,2670,0,1958,98155,47.7565,-122.284,1810,14455,true
311000.0,3,1.0,1640,12060,1.0,0,0,4,7,1640,0,1960,98059,47.4941,-122.151,1680,9147,true
305000.0,4,2.25,2130,9600,1.0,0,0,4,7,2130,0,1966,98031,47.4119,-122.211,1710,9600,true
675000.0,3,2.5,2550,4954,1.5,0,0,4,7,1850,700,1924,98144,47.5758,-122.287,1700,4954,true
769000.0,4,2.75,3630,15405,1.0,0,2,4,8,1850,1780,1968,98040,47.566,-122.225,3380,11184,true
430000.0,3,1.5,1690,9708,1.5,0,0,5,7,1690,0,1954,98006,47.5732,-122.136,1570,9858,true
516250.0,6,2.0,2390,8660,1.5,0,0,4,7,2390,0,1925,98011,47.7589,-122.216,2250,12942,true
760000.0,3,3.5,2350,10739,1.0,0,2,5,7,1340,1010,1940,98125,47.7288,-122.284,2580,11026,true
579950.0,3,3.5,1420,1217,2.0,0,0,3,8,1180,240,2003,98115,47.6827,-122.324,1494,1264,true
476000.0,3,2.25,1570,7187,1.0,0,0,4,8,1170,400,1980,98133,47.7604,-122.356,1660,8775,true
510000.0,3,1.75,1600,19200,1.0,0,0,4,7,1600,0,1967,98034,47.7202,-122.249,2010,14850,true
205000.0,2,1.0,720,5040,1.0,0,0,3,6,720,0,1955,98106,47.5267,-122.36,1357,5120,true
240000.0,3,1.0,1470,7350,1.0,0,0,3,7,1470,0,1969,98032,47.3616,-122.286,1720,8050,true
738000.0,5,3.5,2790,16952,2.0,0,2,3,10,1970,820,1991,98166,47.4384,-122.347,2980,17281,true
420000.0,3,1.75,1720,8102,1.0,0,0,5,6,860,860,1940,98125,47.7336,-122.29,1440,8106,true
455000.0,3,1.75,1300,9600,1.0,0,0,4,7,1300,0,1969,98052,47.6388,-122.103,2070,9775,true
765000.0,4,1.0,2520,5500,1.5,0,0,5,8,1820,700,1912,98144,47.5785,-122.292,2350,5000,true
372000.0,4,1.5,1780,7914,1.5,0,0,4,7,1780,0,1962,98059,47.5142,-122.163,1350,8069,true
160000.0,3,1.0,1200,8360,1.0,0,0,2,6,1200,0,1948,98118,47.5414,-122.281,1570,6823,true
772000.0,4,2.5,2990,9643,2.0,0,0,3,9,2990,0,2003,98074,47.6292,-122.024,2990,8666,true
1.125e6,5,1.75,1910,5640,2.0,0,0,4,9,1910,0,1906,98112,47.6249,-122.311,2050,5400,true
479000.0,3,1.0,1370,3000,1.5,0,0,3,7,1370,0,1924,98103,47.6619,-122.351,1510,2151,true
570000.0,3,2.5,1910,4941,2.0,0,0,3,8,1910,0,1999,98075,47.5989,-122.016,1910,4941,true
350000.0,4,1.0,1170,8147,1.5,0,0,3,6,1170,0,1959,98125,47.7281,-122.289,1260,8147,true
353000.0,3,2.5,1250,864,3.0,0,0,3,8,1250,0,2004,98115,47.6978,-122.318,1330,2298,true
699000.0,5,2.5,3340,24755,2.0,0,0,3,10,3340,0,2002,98038,47.4565,-122.066,3420,23274,true
265000.0,3,2.0,1380,8536,2.0,0,0,4,7,1380,0,1955,98148,47.4374,-122.335,1260,8750,true
167000.0,1,1.0,780,10235,1.5,0,0,3,6,780,0,1989,98014,47.713,-121.315,930,10165,true
500000.0,4,2.25,2080,8000,1.0,0,0,3,8,1390,690,1964,98008,47.6264,-122.113,1800,7700,true
700000.0,3,1.0,1410,7200,2.0,0,0,4,6,1410,0,1901,98144,47.5924,-122.302,1640,7200,true
295000.0,1,1.0,520,5600,1.0,0,0,3,6,520,0,1918,98116,47.5579,-122.395,1030,5265,true
1.01e6,4,3.5,3500,4080,2.0,0,2,3,9,2590,910,2004,98115,47.6834,-122.292,2430,5100,true
209000.0,2,1.0,840,5265,1.0,0,0,5,6,840,0,1969,98042,47.3644,-122.082,920,5100,true
276000.0,3,1.75,2240,9200,1.0,0,0,4,7,1440,800,1968,98001,47.2635,-122.284,1740,9600,true
380000.0,4,2.5,2100,5857,2.0,0,0,3,8,2100,0,2002,98059,47.4956,-122.163,2090,7779,true
315000.0,3,1.5,1750,12500,1.0,0,0,3,7,1150,600,1954,98024,47.5666,-121.902,1680,13000,true
685530.0,4,2.5,3130,60467,2.0,0,0,3,9,3130,0,1996,98014,47.6618,-121.962,2780,44224,true
254600.0,3,2.0,1470,20000,1.0,0,0,4,7,1470,0,1968,98002,47.2973,-122.08,1390,30056,true
230000.0,3,2.0,1440,5600,1.0,0,0,4,6,720,720,1942,98056,47.4947,-122.185,1120,5700,false
335000.0,3,3.0,1430,1249,3.0,0,0,3,8,1430,0,2003,98103,47.6971,-122.34,1020,1112,true
550000.0,4,2.5,2170,9600,1.0,0,0,3,7,1460,710,1980,98052,47.6789,-122.116,1940,8400,true
123300.0,3,1.0,1150,8050,1.5,0,0,4,7,1150,0,1956,98032,47.374,-122.296,1360,8050,true
275436.0,4,2.75,2170,9658,1.5,0,0,3,7,2170,0,1966,98030,47.3741,-122.189,1490,9731,true
325000.0,4,3.5,2630,3435,1.5,0,3,3,7,1640,990,1984,98188,47.4355,-122.272,1920,2435,true
635000.0,4,2.5,2490,40608,2.0,0,0,3,9,2490,0,1997,98053,47.6507,-122.004,3170,45441,true
513000.0,3,1.75,1710,5000,1.0,0,0,4,7,1110,600,1944,98107,47.6689,-122.37,920,5000,true
580000.0,4,2.5,2130,35752,1.0,0,0,3,8,1490,640,1980,98075,47.5748,-122.031,3030,34000,true
225000.0,3,1.0,940,9272,1.0,0,0,3,7,940,0,1954,98148,47.4353,-122.335,1270,9375,true
265000.0,3,1.0,1400,9460,1.0,0,0,3,7,1060,340,1961,98168,47.5119,-122.321,1570,7700,true
313000.0,4,1.75,1630,3000,1.0,0,0,3,7,930,700,1978,98144,47.5961,-122.305,1630,3000,true
296000.0,2,1.0,1370,8400,1.0,0,0,3,7,1370,0,1948,98133,47.7344,-122.336,1330,8396,true
655500.0,4,2.75,2380,15800,1.0,0,0,3,8,1680,700,1957,98007,47.5929,-122.133,1950,11751,false
250750.0,5,1.75,2140,12058,1.0,0,0,4,8,2140,0,1951,98002,47.3167,-122.214,1640,10125,true
438000.0,4,2.5,1970,8545,2.0,0,0,3,8,1970,0,2004,98059,47.4893,-122.138,2590,7200,true
590000.0,3,2.75,2550,54014,2.0,0,0,4,8,1980,570,1967,98072,47.7596,-122.117,2180,21600,true
329500.0,3,1.0,1080,5250,1.0,0,0,4,7,1080,0,1947,98133,47.7309,-122.336,1100,5250,true
1.195e6,3,2.25,3070,9645,2.0,0,0,3,10,2110,960,1987,98006,47.5522,-122.144,3130,9450,true
415000.0,2,1.0,1470,6000,1.0,0,0,3,6,900,570,1944,98199,47.6527,-122.386,1670,6000,true
900000.0,4,2.5,3620,42580,2.0,0,0,3,10,3620,0,1984,98052,47.7204,-122.115,2950,33167,true
378000.0,3,1.5,1050,57499,1.0,0,0,3,7,1050,0,1975,98024,47.5602,-121.86,1460,42688,true
474000.0,2,1.0,1050,403365,1.0,0,3,5,6,1050,0,1905,98022,47.2221,-122.059,1760,108900,true
464000.0,3,1.0,1320,3625,2.0,0,0,3,7,1320,0,1900,98122,47.6049,-122.288,1660,5438,true
310000.0,3,1.0,1210,7649,1.0,0,0,4,7,1210,0,1956,98155,47.7693,-122.32,1210,6760,true
580000.0,3,1.5,1860,7190,2.0,0,1,5,7,1860,0,1952,98177,47.7716,-122.392,1670,5525,true
999000.0,3,2.75,2830,505166,1.0,1,3,4,8,1830,1000,1962,98070,47.3782,-122.514,2120,21988,true
510000.0,2,1.0,810,6480,1.0,0,0,5,6,810,0,1942,98199,47.6493,-122.398,1920,6000,true
650000.0,3,1.5,1630,7475,1.0,0,1,3,7,1160,470,1940,98115,47.6725,-122.272,2320,7475,true
196000.0,3,1.0,880,19600,1.0,0,0,4,7,880,0,1978,98023,47.2707,-122.34,880,10500,true
220000.0,4,1.75,1660,11664,1.0,0,0,3,6,1010,650,1952,98168,47.4943,-122.331,1670,9975,true
855000.0,3,2.25,3440,10628,2.0,0,2,3,10,3440,0,1985,98006,47.5647,-122.108,3170,11434,true
483000.0,3,1.75,2110,10454,1.0,0,0,4,8,1440,670,1978,98028,47.7344,-122.246,1990,10890,true
400000.0,3,1.0,1060,12000,1.0,0,0,3,7,1060,0,1952,98133,47.7703,-122.35,1550,10500,true
435000.0,3,2.5,1900,7984,2.0,0,0,3,8,1900,0,1993,98011,47.7433,-122.194,2650,9352,true
219500.0,1,1.0,820,1060,1.0,0,0,3,8,760,60,2007,98126,47.5473,-122.371,1770,1924,true
2.95e6,4,3.5,4860,23885,2.0,0,0,3,12,4860,0,1996,98039,47.6172,-122.23,3580,16054,true
427000.0,3,2.5,2050,3218,3.0,0,0,3,7,2050,0,2008,98133,47.7612,-122.344,2050,7200,true
430000.0,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,98103,47.6652,-122.338,1390,4013,true
685000.0,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,98103,47.6652,-122.338,1390,4013,true
495000.0,2,1.5,1920,6250,1.0,0,0,3,7,1060,860,1937,98199,47.6497,-122.393,2070,6250,true
299950.0,3,2.5,1870,7942,2.0,0,0,3,7,1870,0,1990,98001,47.342,-122.279,1870,7392,true
390000.0,4,1.75,2690,46609,1.5,0,0,3,7,2690,0,1940,98146,47.4951,-122.352,1920,7302,true
385000.0,3,1.75,2160,5863,1.5,0,0,4,7,1260,900,1928,98144,47.5729,-122.315,1590,3000,true
740000.0,4,2.5,3000,10392,2.0,0,0,3,9,3000,0,1995,98027,47.535,-122.049,3140,9213,true
991700.0,4,3.0,2290,2350,2.0,0,1,3,9,1610,680,1924,98116,47.574,-122.415,1610,3820,false
765000.0,3,2.75,2250,9600,2.5,0,0,4,9,1830,420,1909,98122,47.6033,-122.287,2060,4980,false
802000.0,4,2.25,2130,8734,2.0,0,2,4,8,2130,0,1961,98006,47.5672,-122.161,2550,8800,true
950000.0,4,2.75,2500,20000,1.0,0,0,4,8,1700,800,1969,98004,47.5901,-122.198,2650,20000,true
392000.0,4,2.5,2300,41167,2.0,0,0,3,7,2300,0,1988,98042,47.3412,-122.108,2300,21765,true
590000.0,3,2.5,3360,218235,1.0,0,0,3,8,3360,0,1989,98014,47.6601,-121.946,2650,220849,true
425000.0,4,2.5,1920,9000,2.0,0,0,2,7,1920,0,1989,98126,47.5153,-122.37,1530,10474,true
765000.0,5,1.75,2440,15143,1.5,0,4,4,8,1740,700,1944,98146,47.4948,-122.37,2390,10907,true
313500.0,3,2.25,1440,3488,2.0,0,0,4,7,1440,0,1983,98034,47.7257,-122.162,1390,3488,true
320000.0,3,1.0,1780,6840,2.0,0,0,4,6,1780,0,1947,98125,47.727,-122.3,1410,7200,true
604000.0,4,1.75,1490,4485,1.0,0,0,3,8,1350,140,1960,98199,47.6388,-122.399,1380,4846,true
570000.0,3,2.0,1400,1657,2.0,0,0,3,8,1060,340,2004,98112,47.6196,-122.298,1540,2275,true
639000.0,4,2.5,2150,12028,2.0,0,0,4,8,2150,0,1982,98052,47.7224,-122.101,1800,11777,true
335000.0,4,2.0,1910,10200,1.0,0,0,4,7,1910,0,1963,98059,47.4804,-122.133,1820,15600,true
896000.0,4,1.75,2660,3520,2.0,0,0,4,8,2080,580,1917,98115,47.6743,-122.308,2100,4080,true
259500.0,3,1.75,1650,12349,1.0,0,0,3,7,1650,0,1957,98188,47.442,-122.282,1470,10763,true
637000.0,3,2.0,1980,6000,1.0,0,0,4,7,1380,600,1958,98115,47.6921,-122.283,1260,6000,true
307450.0,4,2.75,2690,8874,1.0,0,0,3,8,1370,1320,1980,98023,47.3078,-122.383,1990,7875,true
535000.0,3,1.75,1380,3561,1.0,0,0,4,7,860,520,1925,98117,47.6822,-122.399,1820,4593,true
669500.0,4,2.25,2500,4046,1.5,0,0,4,7,1520,980,1940,98117,47.6882,-122.382,1410,4046,true
259000.0,3,1.75,1590,7148,1.0,0,0,3,7,1590,0,1952,98166,47.4713,-122.344,1150,7280,true
441000.0,4,1.5,1100,3300,1.0,0,0,1,7,1100,0,1919,98122,47.6033,-122.295,2020,4000,true
228800.0,4,2.5,1470,1612,2.0,0,0,3,7,980,490,2003,98118,47.5275,-122.271,1460,5027,true
530000.0,2,2.0,1680,4950,1.0,0,0,3,8,1680,0,2006,98053,47.7194,-122.022,1570,4800,true
524000.0,2,2.0,1450,2272,1.0,0,0,4,6,750,700,1924,98112,47.633,-122.282,2170,4370,true
430000.0,4,2.25,2020,4840,1.5,0,0,5,8,1200,820,1925,98126,47.5576,-122.376,1410,4840,true
1.325e6,4,3.25,2470,4760,1.5,0,0,5,9,1890,580,1906,98112,47.6331,-122.31,2470,4760,true
210000.0,3,1.0,1230,12201,1.0,0,0,3,7,1230,0,1969,98042,47.3285,-122.134,1230,10780,true
449000.0,4,2.5,1850,5040,1.0,0,0,3,7,1230,620,1930,98126,47.5386,-122.373,1010,5040,false
945000.0,2,2.5,2540,7089,2.0,0,0,3,9,2540,0,2004,98116,47.5747,-122.414,1330,7089,true
200450.0,3,1.0,970,9130,1.0,0,0,3,6,970,0,1957,98188,47.4369,-122.272,1000,8886,true
219950.0,3,1.5,1070,6601,1.0,0,0,3,6,1070,0,1985,98002,47.3115,-122.209,1030,6614,true
659500.0,4,3.0,2620,18362,1.0,0,0,4,8,1870,750,1956,98006,47.5646,-122.184,2630,16792,true
746000.0,4,2.75,2110,8190,1.5,0,0,5,8,2110,0,1966,98008,47.6269,-122.1,2420,8400,true
540000.0,3,1.75,2110,7129,1.0,0,0,3,8,1280,830,1982,98052,47.7219,-122.102,1810,8674,true
485000.0,5,2.0,1910,5508,1.0,0,0,3,7,1020,890,1968,98133,47.7074,-122.349,1030,7440,true
202000.0,2,1.0,670,7844,1.0,0,0,3,6,670,0,1942,98126,47.5165,-122.372,740,7218,true
2.525e6,4,5.5,6930,45100,1.0,0,0,4,11,4310,2620,1950,98006,47.5547,-122.144,2560,37766,false
502000.0,3,2.75,2010,11200,1.0,0,0,3,8,1360,650,1979,98028,47.7728,-122.253,2200,10640,true
279000.0,2,2.75,1770,10534,1.0,0,0,3,8,1210,560,2003,98001,47.2773,-122.276,1600,17400,true
409500.0,3,1.0,1340,4120,1.0,0,0,4,7,1040,300,1921,98103,47.6916,-122.352,1270,4635,true
453000.0,3,2.0,1660,15050,1.0,0,0,3,7,1260,400,1983,98034,47.7203,-122.194,1660,7320,true
367000.0,4,1.0,1820,5500,1.5,0,0,3,6,1820,0,1947,98106,47.5185,-122.363,1140,5500,true
550000.0,3,2.5,2510,5400,2.0,0,0,3,9,2510,0,1992,98056,47.5204,-122.206,1840,5400,true
273500.0,3,1.5,1560,8314,1.0,0,0,3,7,1560,0,1962,98031,47.4117,-122.209,1820,8925,true
505000.0,4,3.0,2280,7400,1.0,0,0,3,7,1340,940,1978,98125,47.711,-122.306,1540,7500,true
770000.0,3,2.5,2650,40705,2.0,0,0,3,9,2650,0,1994,98053,47.668,-122.063,2550,42625,true
565000.0,4,2.25,2470,7447,2.0,0,0,3,8,2470,0,1984,98155,47.7514,-122.286,2270,7400,true
316000.0,3,0.75,1270,10092,1.0,0,0,5,7,1270,0,1971,98077,47.7567,-122.073,1300,10375,true
160000.0,4,1.0,1520,7298,1.5,0,0,3,7,1520,0,1960,98198,47.3706,-122.31,1520,7298,true
170000.0,3,1.0,1310,9529,1.0,0,0,3,7,1310,0,1956,98198,47.4105,-122.295,1330,9529,true
235000.0,3,1.0,1310,9529,1.0,0,0,3,7,1310,0,1956,98198,47.4105,-122.295,1330,9529,true
1.799e6,4,3.5,3930,39098,2.0,0,0,3,12,3930,0,1999,98005,47.6399,-122.158,4250,38682,true
310000.0,3,1.0,990,7050,1.0,0,0,3,7,990,0,1967,98034,47.7274,-122.202,1200,8125,true
285000.0,4,1.75,2080,13629,1.0,0,0,4,7,1040,1040,1955,98178,47.4866,-122.232,1780,14659,true
280000.0,2,1.0,960,4920,1.0,0,0,3,6,960,0,1942,98117,47.6946,-122.362,1010,5040,true
2.298e6,4,4.25,4070,13860,2.0,0,3,3,10,4070,0,2004,98040,47.59,-122.229,3430,9240,true
763776.0,4,2.5,2750,16139,2.0,0,0,3,9,2750,0,1989,98075,47.5843,-122.06,2810,13093,true
530000.0,5,2.75,3230,13572,1.0,0,2,3,8,1880,1350,1965,98166,47.4393,-122.347,2910,15292,true
362000.0,1,1.0,890,211576,1.5,0,0,3,7,890,0,1996,98019,47.7216,-121.883,1670,217364,true
430000.0,2,1.0,990,4920,1.0,0,0,3,6,990,0,1931,98117,47.6939,-122.368,990,4960,true
456500.0,3,1.0,1290,3880,1.5,0,0,4,7,1290,0,1919,98117,47.6879,-122.392,1290,4850,true
445000.0,4,2.5,2170,5257,2.0,0,0,3,7,2170,0,1989,98115,47.6999,-122.305,1430,7528,true
386900.0,3,1.0,1330,10500,1.0,0,0,3,7,960,370,1963,98034,47.7204,-122.196,1460,11550,true
479000.0,3,1.0,1340,13750,1.0,0,0,4,7,1340,0,1955,98006,47.5771,-122.151,1430,11400,true
525000.0,3,2.5,2200,4544,2.0,0,0,3,8,2200,0,2000,98065,47.5319,-121.867,2400,5431,true
272000.0,4,1.75,2520,10890,1.0,0,0,3,7,1260,1260,1979,98023,47.3224,-122.343,2090,12375,true
517000.0,4,1.0,1180,13500,1.5,0,0,3,7,1180,0,1950,98125,47.7165,-122.308,1580,8976,true
615000.0,3,1.75,2660,7800,1.0,0,0,4,8,1330,1330,1951,98117,47.6993,-122.378,1950,6240,true
439000.0,3,1.75,1250,7030,1.0,0,0,3,7,1250,0,1965,98008,47.6285,-122.118,1460,7210,true
716000.0,3,2.5,2270,7866,1.0,0,0,4,10,2270,0,1988,98029,47.5622,-122.022,2580,8132,true
308000.0,2,1.0,1080,6250,1.0,0,2,4,7,1080,0,1942,98118,47.5128,-122.251,2100,6875,false
800000.0,3,2.25,1620,4500,2.0,0,0,4,8,1620,0,1926,98119,47.643,-122.361,1210,4320,true
575000.0,3,2.0,940,5000,1.0,0,0,3,7,880,60,1941,98117,47.6771,-122.398,1420,5000,true
219950.0,3,1.5,1620,9310,1.0,0,0,4,7,1620,0,1967,98042,47.3665,-122.107,1610,10640,true
770000.0,4,2.5,2350,8001,2.0,0,0,4,8,2350,0,1987,98006,47.5478,-122.153,2460,8001,true
424950.0,3,1.75,2090,7505,1.0,0,0,3,7,2090,0,1967,98034,47.7326,-122.194,1510,7416,true
387000.0,3,2.25,1760,45133,2.0,0,0,3,7,1760,0,1984,98065,47.5124,-121.866,1910,51773,true
790000.0,4,1.75,2050,10920,1.0,0,3,3,8,1450,600,1974,98155,47.7431,-122.286,2440,10920,true
156000.0,2,1.0,600,4000,1.0,0,0,3,5,600,0,1933,98146,47.5065,-122.339,1290,6973,true
580000.0,2,1.0,2540,7000,1.0,0,0,5,8,1320,1220,1942,98118,47.5259,-122.261,2160,6000,true
490000.0,4,2.25,2090,10869,2.0,0,0,3,8,2090,0,1970,98033,47.6715,-122.164,1800,17788,true
950000.0,5,3.25,2700,3650,2.0,0,2,3,9,2070,630,1926,98144,47.5959,-122.291,1940,4000,false
400000.0,2,2.5,1410,1281,2.0,0,0,3,8,1090,320,2008,98126,47.5659,-122.37,1410,2550,true
325000.0,2,2.5,1170,1638,2.0,0,0,3,8,1170,0,2008,98133,47.7041,-122.351,1350,1407,true
365000.0,4,2.5,2540,6688,2.0,0,0,3,9,2540,0,2002,98092,47.3314,-122.18,2810,6776,true
255000.0,3,1.75,2190,6000,1.5,0,0,4,7,2190,0,1920,98002,47.3063,-122.223,1610,6000,true
985000.0,5,3.5,3890,13261,2.0,0,1,3,9,2870,1020,1984,98125,47.7246,-122.284,3080,13261,true
595000.0,4,2.5,2030,10722,1.0,0,0,3,7,1100,930,1967,98115,47.6955,-122.301,1610,9134,true
427500.0,3,1.0,1350,7085,1.0,0,0,5,7,1350,0,1944,98125,47.7318,-122.305,1350,7085,true
728000.0,3,1.5,1940,4000,1.5,0,0,3,8,1310,630,1915,98112,47.6205,-122.291,1940,4000,true
549950.0,2,1.0,1260,4000,1.0,0,0,3,7,1000,260,1940,98117,47.6898,-122.384,1780,4000,true
650000.0,3,2.0,2800,10501,1.0,0,0,3,7,1400,1400,1954,98125,47.7055,-122.315,2260,6534,true
1.125e6,5,3.25,3080,13394,1.0,0,2,4,9,2230,850,1968,98033,47.6651,-122.19,2810,10720,true
203000.0,3,1.0,840,6500,1.0,0,0,5,6,840,0,1969,98042,47.3637,-122.083,920,4680,true
311000.0,2,1.0,860,3300,1.0,0,0,5,6,860,0,1903,98118,47.5496,-122.279,1380,4400,true
387500.0,6,2.0,2400,7684,1.0,0,0,3,6,1200,1200,1932,98028,47.7705,-122.269,1290,9800,false
370000.0,4,2.0,1640,7200,1.0,0,0,3,7,1640,0,1963,98155,47.7471,-122.324,1500,9000,true
228000.0,2,1.0,1060,6100,1.0,0,0,3,6,1060,0,1951,98125,47.7317,-122.296,1550,9150,true
740000.0,2,1.75,2080,4800,1.0,0,0,5,7,1080,1000,1923,98117,47.6896,-122.362,1310,4800,true
200000.0,4,2.0,2090,6630,1.0,0,0,3,7,1070,1020,1974,98178,47.5077,-122.268,1550,7980,true
660000.0,3,1.0,1240,3500,1.0,0,0,4,7,1240,0,1927,98103,47.6835,-122.347,1650,3360,true
275000.0,4,2.0,2030,8426,2.0,0,0,3,7,2030,0,1944,98168,47.4806,-122.287,1190,7007,true
708000.0,2,1.0,1120,5250,1.0,0,0,3,7,950,170,1938,98199,47.6496,-122.392,1510,5250,true
280000.0,3,2.5,1270,9675,2.0,0,0,3,8,1270,0,1993,98045,47.4639,-121.744,1270,11700,true
325000.0,4,2.5,2260,5702,2.0,0,0,3,8,2260,0,2002,98042,47.3488,-122.151,2450,6381,true
495000.0,3,2.5,1780,47480,2.0,0,0,3,7,1780,0,1995,98045,47.4723,-121.707,1890,51836,true
691000.0,2,2.0,1780,3810,1.5,0,0,3,7,980,800,1922,98119,47.6474,-122.362,1690,3810,true
2.288e6,4,2.5,4080,18362,2.0,0,2,4,11,4080,0,1983,98004,47.6344,-122.214,4080,19991,true
329500.0,3,2.5,2120,22482,1.0,0,0,5,7,1360,760,1979,98001,47.341,-122.265,2330,16016,true
348000.0,3,2.5,2060,7458,2.0,0,0,3,9,2060,0,1989,98023,47.3045,-122.351,2480,7743,true
425000.0,2,1.0,1670,6212,1.0,0,0,4,7,1670,0,1947,98125,47.7152,-122.282,1670,7272,true
210000.0,3,1.0,1080,21043,1.0,0,0,3,6,1080,0,1942,98106,47.5515,-122.357,1380,7620,true
285000.0,2,1.0,1210,4895,1.0,0,0,3,6,710,500,1951,98126,47.5202,-122.373,1100,6000,true
222000.0,3,1.0,990,8840,1.0,0,0,3,6,990,0,1966,98023,47.3074,-122.371,1120,8625,true
200000.0,4,2.5,1720,9600,1.0,0,0,3,7,1120,600,1961,98092,47.2917,-122.188,1520,9400,true
247500.0,3,2.0,1530,8749,1.0,0,0,3,7,1530,0,1995,98023,47.2974,-122.372,1750,8749,true
1.5e6,4,5.5,6550,217374,1.0,0,0,3,11,5400,1150,2006,98058,47.4302,-122.095,4110,50378,true
190000.0,3,1.75,1100,9452,1.0,0,0,3,6,1100,0,1942,98146,47.4864,-122.337,1350,9452,true
975000.0,4,2.5,3020,4950,1.5,0,0,4,9,2020,1000,1921,98112,47.6467,-122.304,2300,5450,true
1.13e6,4,3.0,3180,4649,2.0,0,0,4,9,2070,1110,1925,98105,47.6583,-122.273,2720,5980,true
283200.0,4,1.75,1830,12540,1.0,0,0,4,8,1130,700,1958,98003,47.3348,-122.324,2020,12540,true
650000.0,3,2.5,2540,8073,1.0,0,0,4,8,1880,660,1937,98177,47.7176,-122.36,2110,7702,true
449500.0,3,2.0,1770,6610,1.0,0,0,4,7,960,810,1954,98133,47.7703,-122.343,2010,4361,true
400000.0,3,1.75,1470,6682,1.0,0,0,3,7,1470,0,1987,98034,47.7315,-122.226,1790,7379,true
89950.0,1,1.0,570,4080,1.0,0,0,3,5,570,0,1942,98146,47.5098,-122.334,890,5100,true
158800.0,3,1.0,960,8291,1.0,0,0,3,6,960,0,1950,98146,47.5006,-122.334,1110,8231,true
870000.0,4,3.0,2940,7108,2.0,0,1,3,9,2220,720,2011,98136,47.5437,-122.395,2240,7950,true
196000.0,3,1.5,1000,18568,1.0,0,0,3,6,1000,0,1989,98001,47.2976,-122.271,1610,17420,true
850000.0,3,1.75,2450,8603,1.0,0,0,5,8,1340,1110,1940,98199,47.6536,-122.414,2280,5779,true
775000.0,4,2.5,3310,5101,2.0,0,0,3,9,3310,0,2005,98052,47.6649,-122.08,3010,5176,true
483500.0,3,2.5,1670,4308,2.0,0,0,3,8,1670,0,2001,98027,47.5307,-122.047,1670,2897,true
387000.0,3,1.5,1620,21929,2.0,0,0,3,7,1620,0,1990,98019,47.767,-121.903,1600,21679,true
900000.0,3,3.0,2990,30869,2.0,0,0,3,10,2990,0,1951,98155,47.7602,-122.278,1750,15802,false
